DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131162",131162,SPOT,DS,5,0,0,131,58,09:14:59 13-Jan-2016,A,0,-64.9410,-64.2420,,,40,,401677487,-124,
"131162",131162,SPOT,DS,6,0,1,73,47,09:20:51 13-Jan-2016,N,1,-64.9290,-64.2470,,,40,,401677488,-122,
"131162",131162,SPOT,DS,6,0,0,86,44,09:35:52 13-Jan-2016,K,2,-64.9300,-64.2220,,,50,,401677489,-128,
"131162",131162,SPOT,DS,2,0,0,166,166,10:17:47 13-Jan-2016,R,B,-64.9300,-64.2240,,,8,,401677492,-124,
"131162",131162,SPOT,DS,3,0,0,132,69,10:56:40 13-Jan-2016,A,A,-64.9290,-64.2290,,,8,,401677489,-122,
"131162",131162,SPOT,DS,2,0,0,189,189,10:59:13 13-Jan-2016,N,B,-64.9410,-64.2100,,,,,401677488,-137,
"131162",131162,SPOT,DS,3,0,0,145,89,11:54:25 13-Jan-2016,R,A,-64.9060,-64.2400,,,8,,401677487,-121,
"131162",131162,SPOT,DS,1,0,0,,,11:55:02 13-Jan-2016,B,B,-64.9080,-64.2470,,,,,401677487,-132,
"131162",131162,SPOT,DS,3,0,0,80,63,12:36:36 13-Jan-2016,A,A,-64.9110,-64.1740,,,8,,401677486,-116,
"131162",131162,SPOT,DS,1,0,0,,,15:11:42 13-Jan-2016,B,B,-64.8980,-64.1290,,,8,,401677494,-134,
"131162",131162,SPOT,DS,1,0,0,,,16:50:49 13-Jan-2016,R,B,-64.8840,-64.1480,,,8,,401677512,-135,
"131162",131162,SPOT,DS,1,0,0,,,18:27:05 13-Jan-2016,R,B,-64.8810,-64.1400,,,8,,401677513,-134,
"131162",131162,SPOT,DS,2,0,0,466,466,19:47:45 13-Jan-2016,P,B,-64.9130,-64.2560,,,8,,401677480,-132,
"131162",131162,SPOT,DS,1,0,0,,,20:08:06 13-Jan-2016,R,B,-64.9290,-64.2580,,,,,401677489,-125,
"131162",131162,SPOT,DS,3,0,0,85,67,21:27:39 13-Jan-2016,N,A,-64.9270,-64.3280,,,8,,401677480,-130,
"131162",131162,SPOT,DS,5,0,0,85,58,21:29:08 13-Jan-2016,P,3,-64.9260,-64.3220,,,58,,401677483,-130,
"131162",131162,SPOT,DS,3,0,1,207,164,21:39:26 13-Jan-2016,K,A,-64.9290,-64.3520,,,,,401677483,-130,
"131162",131162,SPOT,DS,2,0,1,433,433,21:46:44 13-Jan-2016,R,B,-64.9240,-64.3720,,,,,401677482,-130,
"131162",131162,SPOT,DS,1,0,0,,,23:06:24 13-Jan-2016,P,B,-64.9260,-64.3750,,,8,,401677450,-136,
"131162",131162,SPOT,DS,1,0,0,,,23:12:39 13-Jan-2016,N,B,-64.9380,-64.3970,,,8,,401677453,-125,
"131162",131162,SPOT,DS,2,0,0,372,372,23:22:16 13-Jan-2016,K,B,-64.9580,-64.3100,,,,,401677481,-125,
"131162",131162,SPOT,DS,1,0,0,,,23:29:21 13-Jan-2016,R,B,-64.9450,-64.3330,,,,,401677491,-133,
"131162",131162,SPOT,DS,3,0,0,238,43,00:41:10 14-Jan-2016,A,A,-64.9270,-64.2850,,,,,401677479,-131,
"131162",131162,SPOT,DS,1,0,0,,,00:44:46 14-Jan-2016,P,B,-64.9430,-64.2980,,,8,,401677473,-137,
"131162",131162,SPOT,DS,2,0,0,112,112,00:52:27 14-Jan-2016,N,B,-64.9350,-64.2810,,,,,401677484,-133,
"131162",131162,SPOT,DS,1,0,0,,,00:53:23 14-Jan-2016,K,B,-64.9380,-64.2830,,,,,401677478,-137,
"131162",131162,SPOT,DS,7,0,0,85,45,02:21:16 14-Jan-2016,A,3,-64.8970,-64.2270,,,58,,401677482,-118,
"131162",131162,SPOT,DS,3,0,0,118,68,02:28:23 14-Jan-2016,P,A,-64.8900,-64.2230,,,8,,401677479,-132,
"131162",131162,SPOT,DS,6,0,0,97,47,02:30:58 14-Jan-2016,N,2,-64.8930,-64.2280,,,50,,401677479,-132,
"131162",131162,SPOT,DS,5,0,0,95,45,02:38:05 14-Jan-2016,K,1,-64.8930,-64.2140,,,50,,401677480,-129,
"131162",131162,SPOT,DS,1,0,0,,,03:14:26 14-Jan-2016,B,B,-64.8880,-64.2200,,,8,,401677473,-127,
"131162",131162,SPOT,DS,4,0,0,107,69,03:59:11 14-Jan-2016,A,2,-64.8900,-64.1370,,,57,,401677485,-120,
"131162",131162,SPOT,DS,6,0,0,97,57,04:05:31 14-Jan-2016,P,2,-64.8890,-64.1230,,,58,,401677484,-125,
"131162",131162,SPOT,DS,3,0,0,187,57,04:11:05 14-Jan-2016,N,A,-64.8880,-64.1030,,,,,401677488,-133,
"131162",131162,SPOT,DS,3,0,0,101,73,04:15:14 14-Jan-2016,K,A,-64.8710,-64.1250,,,,,401677485,-132,
"131162",131162,SPOT,DS,4,0,1,118,50,05:42:08 14-Jan-2016,A,2,-64.8840,-64.1590,,,58,,401677482,-128,
"131162",131162,SPOT,DS,5,0,1,91,46,05:43:05 14-Jan-2016,P,2,-64.8840,-64.1640,,,50,,401677481,-124,
"131162",131162,SPOT,DS,2,0,0,321,321,05:51:26 14-Jan-2016,N,B,-64.8860,-64.1650,,,,,401677473,-137,
"131162",131162,SPOT,DS,1,0,0,,,05:54:07 14-Jan-2016,K,B,-64.8830,-64.1580,,,,,401677472,-133,
"131162",131162,SPOT,DS,1,0,0,,,07:18:38 14-Jan-2016,A,B,-64.8810,-64.1390,,,8,,401677491,-128,
"131162",131162,SPOT,DS,4,0,0,122,53,07:24:46 14-Jan-2016,P,1,-64.9400,-64.1340,,,50,,401677478,-132,
"131162",131162,SPOT,DS,2,0,0,165,165,07:28:15 14-Jan-2016,N,B,-64.9450,-64.1750,,,,,401677478,-125,
"131162",131162,SPOT,DS,1,0,0,,,07:29:38 14-Jan-2016,K,B,-64.9460,-64.1770,,,,,401677476,-137,
"131162",131162,SPOT,DS,1,0,0,,,08:05:08 14-Jan-2016,R,B,-64.9530,-64.1630,,,8,,401677466,-138,
"131162",131162,SPOT,DS,3,0,1,158,80,08:56:13 14-Jan-2016,A,A,-64.9850,-64.3090,,,8,,401677466,-131,
"131162",131162,SPOT,DS,7,0,1,119,70,09:06:02 14-Jan-2016,N,1,-64.9760,-64.2740,,,48,,401677476,-121,
"131162",131162,SPOT,DS,6,0,1,123,97,09:12:37 14-Jan-2016,K,1,-64.9720,-64.2690,,,40,,401677477,-123,
"131162",131162,SPOT,DS,3,0,0,107,50,09:46:27 14-Jan-2016,R,A,-64.9780,-64.2190,,,8,,401677477,-127,
"131162",131162,SPOT,DS,6,0,0,107,50,10:35:54 14-Jan-2016,A,2,-64.9700,-64.2330,,,58,,401677478,-125,
"131162",131162,SPOT,DS,3,0,1,147,135,10:47:22 14-Jan-2016,N,A,-64.9870,-64.2510,,,8,,401677478,-129,
"131162",131162,SPOT,DS,2,0,1,159,159,10:50:57 14-Jan-2016,K,B,-64.9810,-64.2430,,,,,401677476,-128,
"131162",131162,SPOT,DS,3,0,0,221,103,11:26:05 14-Jan-2016,R,A,-64.9770,-64.2570,,,8,,401677477,-126,
"131162",131162,SPOT,DS,1,0,0,,,11:33:08 14-Jan-2016,B,B,-64.9760,-64.2480,,,,,401677480,-135,
"131162",131162,SPOT,DS,1,0,0,,,12:15:17 14-Jan-2016,A,B,-64.9820,-64.2550,,,7,,401677492,-117,
"131162",131162,SPOT,DS,3,0,0,143,129,13:04:19 14-Jan-2016,R,A,-65.0090,-64.3120,,,8,,401677480,-121,
"131162",131162,SPOT,DS,1,0,0,,,13:10:07 14-Jan-2016,B,B,-64.9970,-64.2650,,,8,,401677497,-125,
"131162",131162,SPOT,DS,3,0,0,248,118,13:54:11 14-Jan-2016,A,A,-65.0080,-64.3090,,,8,,401677479,-122,
"131162",131162,SPOT,DS,2,0,0,153,153,14:42:09 14-Jan-2016,R,B,-65.0160,-64.3240,,,8,,401677476,-130,
"131162",131162,SPOT,DS,1,0,0,,,16:23:18 14-Jan-2016,R,B,-65.0310,-64.3480,,,8,,401677472,-132,
"131162",131162,SPOT,DS,5,0,1,80,70,17:52:43 14-Jan-2016,P,1,-64.9500,-64.3040,,,58,,401677478,-129,
"131162",131162,SPOT,DS,2,0,0,122,122,18:00:17 14-Jan-2016,R,B,-64.9510,-64.3070,,,,,401677479,-128,
"131162",131162,SPOT,DS,4,0,0,90,50,19:34:21 14-Jan-2016,P,1,-64.9560,-64.2820,,,58,,401677477,-125,
"131162",131162,SPOT,DS,3,0,0,111,98,19:35:51 14-Jan-2016,R,A,-64.9590,-64.2780,,,,,401677479,-124,
"131162",131162,SPOT,DS,1,0,0,,,19:37:46 14-Jan-2016,N,B,-64.9590,-64.2780,,,,,401677476,-137,
"131162",131162,SPOT,DS,1,0,0,,,21:11:08 14-Jan-2016,K,B,-64.9530,-64.2820,,,8,,401677470,-133,
"131162",131162,SPOT,DS,3,0,0,212,172,21:16:19 14-Jan-2016,R,A,-64.9780,-64.2320,,,,,401677478,-118,
"131162",131162,SPOT,DS,3,0,0,212,172,21:16:19 14-Jan-2016,P,A,-64.9740,-64.3160,,,,,401677478,-130,
"131162",131162,SPOT,DS,1,0,0,,,21:15:52 14-Jan-2016,N,B,-64.9570,-64.2810,,,,,401677468,-131,
"131162",131162,SPOT,DS,5,0,1,131,80,22:52:52 14-Jan-2016,K,1,-64.9850,-64.3160,,,48,,401677476,-121,
"131162",131162,SPOT,DS,5,0,0,159,110,22:57:00 14-Jan-2016,P,2,-64.9840,-64.2930,,,50,,401677476,-131,
"131162",131162,SPOT,DS,3,0,0,203,80,22:56:02 14-Jan-2016,N,A,-64.9900,-64.3430,,,8,,401677476,-129,
"131162",131162,SPOT,DS,3,0,0,163,133,22:57:13 14-Jan-2016,R,A,-64.9820,-64.2980,,,,,401677475,-131,
"131162",131162,SPOT,DS,2,0,0,95,95,00:18:48 15-Jan-2016,A,B,-64.9800,-64.3010,,,8,,401677485,-127,
"131162",131162,SPOT,DS,3,0,0,86,83,00:30:14 15-Jan-2016,K,A,-64.9800,-64.2800,,,8,,401677473,-129,
"131162",131162,SPOT,DS,1,0,0,,,00:37:43 15-Jan-2016,P,B,-64.9840,-64.3040,,,8,,401677469,-130,
"131162",131162,SPOT,DS,1,0,0,,,00:37:43 15-Jan-2016,R,B,-64.9830,-64.3010,,,,,401677469,-137,
"131162",131162,SPOT,DS,3,0,1,137,94,00:41:42 15-Jan-2016,N,A,-64.9620,-64.2300,,,,,401677478,-125,
"131162",131162,SPOT,DS,1,0,0,,,01:15:36 15-Jan-2016,B,B,-64.9620,-64.2340,,,8,,401677482,-134,
"131162",131162,SPOT,DS,5,0,0,94,69,01:58:06 15-Jan-2016,A,2,-64.9370,-64.2320,,,58,,401677476,-119,
"131162",131162,SPOT,DS,5,0,0,121,74,02:12:39 15-Jan-2016,K,1,-64.9310,-64.2180,,,40,,401677474,-128,
"131162",131162,SPOT,DS,4,0,0,127,74,02:13:47 15-Jan-2016,P,2,-64.9360,-64.2280,,,58,,401677473,-129,
"131162",131162,SPOT,DS,3,0,0,243,174,02:20:36 15-Jan-2016,N,A,-64.9450,-64.2150,,,,,401677477,-133,
"131162",131162,SPOT,DS,5,0,0,125,75,03:40:48 15-Jan-2016,A,1,-64.9230,-64.1840,,,58,,401677477,-119,
"131162",131162,SPOT,DS,2,0,0,171,171,03:51:05 15-Jan-2016,K,B,-64.9210,-64.2070,,,8,,401677473,-128,
"131162",131162,SPOT,DS,7,0,0,92,68,03:54:04 15-Jan-2016,P,2,-64.9250,-64.1990,,,50,,401677476,-127,
"131162",131162,SPOT,DS,2,0,0,214,214,03:57:07 15-Jan-2016,N,B,-64.9270,-64.1960,,,,,401677476,-133,
"131162",131162,SPOT,DS,1,0,0,,,04:32:18 15-Jan-2016,B,B,-64.9220,-64.1950,,,8,,401677477,-134,
"131162",131162,SPOT,DS,7,0,0,72,56,05:21:45 15-Jan-2016,A,1,-64.9170,-64.1750,,,48,,401677479,-122,
"131162",131162,SPOT,DS,3,0,0,63,61,05:30:29 15-Jan-2016,K,A,-64.9190,-64.1600,,,,,401677484,-127,
"131162",131162,SPOT,DS,5,0,0,125,65,05:30:30 15-Jan-2016,P,1,-64.9200,-64.1520,,,50,,401677479,-124,
"131162",131162,SPOT,DS,3,0,0,85,81,05:40:19 15-Jan-2016,N,A,-64.9250,-64.1710,,,,,401677479,-128,
"131162",131162,SPOT,DS,1,0,0,,,07:01:56 15-Jan-2016,A,B,-64.9130,-64.1620,,,8,,401677476,-135,
"131162",131162,SPOT,DS,4,0,0,130,48,07:04:25 15-Jan-2016,K,1,-64.9100,-64.1990,,,40,,401677477,-129,
"131162",131162,SPOT,DS,6,0,0,135,76,07:18:17 15-Jan-2016,N,2,-64.9200,-64.1840,,,50,,401677475,-122,
"131162",131162,SPOT,DS,4,0,0,176,116,07:12:49 15-Jan-2016,P,2,-64.9210,-64.2250,,,50,,401677476,-133,
"131162",131162,SPOT,DS,5,0,0,79,54,08:37:34 15-Jan-2016,A,3,-64.8850,-64.1950,,,58,,401677477,-125,
"131162",131162,SPOT,DS,10,0,0,68,44,08:47:38 15-Jan-2016,K,1,-64.9050,-64.1610,,,50,,401677476,-124,
