DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131156",131156,SPOT,DS,4,0,4,121,99,09:10:56 14-Jan-2016,P,0,-64.8570,-64.1790,,,50,,401677538,-135,
"131156",131156,SPOT,DS,5,0,5,122,99,09:12:01 14-Jan-2016,K,1,-64.8590,-64.2010,,,40,,401677541,-121,
"131156",131156,SPOT,DS,5,0,5,122,99,09:12:01 14-Jan-2016,N,2,-64.8590,-64.1960,,,50,,401677541,-121,
"131156",131156,SPOT,DS,2,0,2,393,393,09:43:45 14-Jan-2016,R,B,-64.8360,-64.1570,,,68,,401677541,-134,
"131156",131156,SPOT,DS,3,0,3,51,48,10:37:47 14-Jan-2016,A,A,-64.8760,-64.1300,,,8,,401677550,-119,
"131156",131156,SPOT,DS,3,0,3,162,55,10:48:38 14-Jan-2016,N,A,-64.8800,-64.1520,,,,,401677540,-132,
"131156",131156,SPOT,DS,3,0,3,162,55,10:51:55 14-Jan-2016,K,A,-64.8700,-64.1670,,,,,401677544,-133,
"131156",131156,SPOT,DS,2,0,2,278,278,11:26:39 14-Jan-2016,R,B,-64.8570,-64.1630,,,7,,401677553,-121,
"131156",131156,SPOT,DS,2,0,2,253,253,11:31:04 14-Jan-2016,B,B,-64.8410,-64.1550,,,8,,401677548,-130,
"131156",131156,SPOT,DS,3,0,2,129,45,12:20:10 14-Jan-2016,A,A,-64.8330,-64.1270,,,8,,401677545,-123,
"131156",131156,SPOT,DS,2,0,2,46,46,13:03:27 14-Jan-2016,R,B,-64.8200,-64.1560,,,8,,401677544,-132,
"131156",131156,SPOT,DS,4,0,4,138,46,13:56:08 14-Jan-2016,A,1,-64.8150,-64.1170,,,58,,401677548,-121,
"131156",131156,SPOT,DS,1,0,1,,,14:42:25 14-Jan-2016,R,B,-64.8110,-64.1030,,,8,,401677541,-134,
"131156",131156,SPOT,DS,3,0,3,45,45,15:40:20 14-Jan-2016,A,A,-64.8200,-64.0770,,,7,,401677555,-125,
"131156",131156,SPOT,DS,1,0,1,,,17:51:02 14-Jan-2016,P,B,-64.8250,-64.0450,,,8,,401677534,-135,
