"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",131156,13440,-64.857,-64.179,0,01/14/2016 09:10:56,Argos,,363,P,,401677538,01/14/2016 09:08:09,1,4,,-135,401677538,-64.179,-64.857,,,50,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.201,1,01/14/2016 09:12:01,Argos,,490,K,,401677541,01/14/2016 09:08:09,1,5,,-121,401677541,-64.201,-64.859,,,40,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.196,2,01/14/2016 09:12:01,Argos,,490,N,,401677541,01/14/2016 09:08:09,1,5,,-121,401677541,-64.196,-64.859,,,50,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.857,-64.179,0,01/14/2016 09:10:56,Argos,,363,P,,401677538,01/14/2016 09:09:53,1,4,,-135,401677538,-64.179,-64.857,,,50,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.201,1,01/14/2016 09:12:01,Argos,,490,K,,401677541,01/14/2016 09:09:53,1,5,,-121,401677541,-64.201,-64.859,,,40,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.196,2,01/14/2016 09:12:01,Argos,,490,N,,401677541,01/14/2016 09:09:53,1,5,,-121,401677541,-64.196,-64.859,,,50,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.857,-64.179,0,01/14/2016 09:10:56,Argos,,363,P,,401677538,01/14/2016 09:11:32,1,4,,-135,401677538,-64.179,-64.857,,,50,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.201,1,01/14/2016 09:12:01,Argos,,490,K,,401677541,01/14/2016 09:11:32,1,5,,-121,401677541,-64.201,-64.859,,,40,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.196,2,01/14/2016 09:12:01,Argos,,490,N,,401677541,01/14/2016 09:11:32,1,5,,-121,401677541,-64.196,-64.859,,,50,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.857,-64.179,0,01/14/2016 09:10:56,Argos,,363,P,,401677538,01/14/2016 09:14:12,1,4,,-135,401677538,-64.179,-64.857,,,50,,,,,,,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.201,1,01/14/2016 09:12:01,Argos,,490,K,,401677541,01/14/2016 09:14:12,1,5,,-121,401677541,-64.201,-64.859,,,40,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.196,2,01/14/2016 09:12:01,Argos,,490,N,,401677541,01/14/2016 09:14:12,1,5,,-121,401677541,-64.196,-64.859,,,50,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.201,1,01/14/2016 09:12:01,Argos,,490,K,,401677541,01/14/2016 09:16:19,1,5,,-121,401677541,-64.201,-64.859,,,40,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.859,-64.196,2,01/14/2016 09:12:01,Argos,,490,N,,401677541,01/14/2016 09:16:19,1,5,,-121,401677541,-64.196,-64.859,,,50,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"",131156,13440,-64.836,-64.157,B,01/14/2016 09:43:45,Argos,,393,R,,401677541,01/14/2016 09:40:29,1,2,,-134,401677541,-64.157,-64.836,,,68,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
