DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
131127,131127,Mk10,DS,7,2,3,,,14:05:32 26-Apr-2016,R,2,-64.5460,-62.2990,,,50,,401677602,-131
131127,131127,Mk10,DS,2,0,1,45,45,14:13:38 26-Apr-2016,B,B,-64.5440,-62.2970,,,6,,401677600,-132
131127,131127,Mk10,DS,10,4,2,,,15:08:23 26-Apr-2016,A,3,-64.5060,-62.3680,,,58,,401677599,-122
131127,131127,Mk10,DS,7,0,1,45,45,15:45:48 26-Apr-2016,R,1,-64.5080,-62.3170,,,58,,401677605,-130
131127,131127,Mk10,DS,4,0,1,46,45,16:55:23 26-Apr-2016,P,0,-64.4440,-62.1980,,,58,,401677600,-133
131127,131127,Mk10,DS,1,0,1,,,17:17:04 26-Apr-2016,R,B,-64.4440,-62.1980,,,6,,401677603,-138
131127,131127,Mk10,DS,13,0,6,57,45,18:35:02 26-Apr-2016,P,3,-64.4050,-62.0970,,,58,,401677604,-122
131127,131127,Mk10,DS,4,0,1,191,46,18:57:09 26-Apr-2016,R,2,-64.3880,-62.0630,,,56,,401677603,-131
131127,131127,Mk10,DS,3,0,1,68,45,19:52:06 26-Apr-2016,N,A,-64.3650,-62.0380,,,8,,401677605,-133
131127,131127,Mk10,DS,1,0,0,,,20:11:58 26-Apr-2016,K,B,-64.3570,-62.0270,,,6,,401677608,-137
131127,131127,Mk10,DS,10,0,1,55,45,20:16:00 26-Apr-2016,P,1,-64.3480,-62.0370,,,56,,401677601,-121
131127,131127,Mk10,DS,6,0,2,127,45,20:37:41 26-Apr-2016,R,2,-64.3300,-61.9730,,,56,,401677599,-126
131127,131127,Mk10,DS,7,0,0,81,48,21:34:18 26-Apr-2016,N,3,-64.2800,-61.9390,,,58,,401677597,-125
131127,131127,Mk10,DS,5,0,2,119,45,21:49:05 26-Apr-2016,K,3,-64.2720,-61.9160,,,56,,401677597,-124
131127,131127,Mk10,DS,8,0,1,80,46,21:56:55 26-Apr-2016,P,3,-64.2630,-61.8930,,,56,,401677598,-124
131127,131127,Mk10,DS,7,0,0,108,47,22:17:51 26-Apr-2016,R,3,-64.2430,-61.8930,,,56,,401677595,-126
131127,131127,Mk10,DS,7,0,2,81,45,23:15:40 26-Apr-2016,N,1,-64.2000,-61.9470,,,58,,401677594,-117
